STATE,ALLCOUNTIES,Time 1,Time 2,Time 3
Georgia,Sumter,Naur,Yes,Yes
Georgia,Talbot,Naur,Yes,Yes
Georgia,Taliaferro,Naur,Yes,Yes
Georgia,Tattnall,Naur,Yes,Yes
Georgia,Taylor,Naur,Yes,Yes
Georgia,Telfair,Naur,Yes,Yes
Georgia,Terrell,Naur,Yes,Yes
Georgia,Thomas,Naur,Yes,Yes
Georgia,Tift,Naur,Yes,Yes
Georgia,Toombs,Naur,Yes,Yes
Georgia,Towns,Naur,Naur,Yes
Georgia,Treutlen,Naur,Yes,Yes
Georgia,Troup,Naur,Naur,Yes
Georgia,Turner,Naur,Yes,Yes
Georgia,Twiggs,Naur,Yes,Yes
Georgia,Union,Naur,Naur,Yes
Georgia,Upson,Naur,Yes,Yes
Georgia,Walker,Yes,Naur,Yes
Georgia,Walton,Naur,Yes,Yes
Georgia,Ware,Naur,Yes,Yes
Georgia,Warren,Naur,Yes,Yes
Georgia,Washington,Naur,Yes,Yes
Georgia,Wayne,Naur,Yes,Yes
Georgia,Webster,Naur,Yes,Yes
Georgia,Wheeler,Naur,Yes,Yes
Georgia,White,Naur,Naur,Yes
Georgia,Whitfield,Naur,Naur,Yes
Georgia,Wilcox,Naur,Yes,Yes
Georgia,Wilkes,Naur,Yes,Yes
Georgia,Wilkinson,Naur,Yes,Yes
Georgia,Worth,Naur,Yes,Yes
Hawaii,Hawaii,Naur,Yes,Yes
Hawaii,Honolulu,Naur,Yes,Yes
Hawaii,Kalawao,Naur,Yes,Yes
Hawaii,Kauai,Naur,Yes,Yes
Hawaii,Maui,Naur,Yes,Yes
Idaho,Ada,Naur,Yes,Yes
Idaho,Adams,Naur,Yes,Yes
Idaho,Bannock,Naur,Yes,Yes
Idaho,Bear Lake,Naur,Yes,Yes
Idaho,Benewah,Naur,Yes,Yes
Idaho,Bingham,Naur,Yes,Yes
Idaho,Blaine,Naur,Yes,Yes
Idaho,Boise,Naur,Yes,Yes
Idaho,Bonner,Naur,Yes,Yes
Idaho,Bonneville,Naur,Yes,Yes
Idaho,Boundary,Naur,Yes,Yes
Idaho,Butte,Naur,Yes,Yes
Idaho,Camas,Naur,Yes,Yes
Idaho,Canyon,Naur,Yes,Yes
Idaho,Caribou,Naur,Yes,Yes
Idaho,Cassia,Naur,Yes,Yes
Idaho,Clark,Naur,Yes,Yes
Idaho,Clearwater,Naur,Yes,Yes
Idaho,Custer,Naur,Yes,Yes
Idaho,Elmore,Naur,Yes,Yes
Idaho,Franklin,Naur,Yes,Yes
Idaho,Fremont,Naur,Yes,Yes
Idaho,Gem,Naur,Yes,Yes
Idaho,Gooding,Naur,Yes,Yes
Idaho,Idaho,Naur,Yes,Yes
Idaho,Jefferson,Naur,Yes,Yes
Idaho,Jerome,Naur,Yes,Yes
Idaho,Kootenai,Naur,Yes,Yes
Idaho,Latah,Naur,Yes,Yes
Idaho,Lemhi,Naur,Yes,Yes
Idaho,Lewis,Naur,Yes,Yes
Idaho,Lincoln,Naur,Yes,Yes
Idaho,Madison,Naur,Yes,Yes
Idaho,Minidoka,Naur,Yes,Yes
Idaho,Nez Perce,Naur,Yes,Yes
Idaho,Oneida,Naur,Yes,Yes
Idaho,Owyhee,Naur,Yes,Yes
Idaho,Payette,Naur,Yes,Yes
Idaho,Power,Naur,Yes,Yes
Idaho,Shoshone,Naur,Yes,Yes
Idaho,Teton,Naur,Yes,Yes
Idaho,Twin Falls,Naur,Yes,Yes
Idaho,Valley,Naur,Yes,Yes
Idaho,Washington,Naur,Yes,Yes
Idaho,Yellowstone National Park,Naur,Yes,Yes
Illinois,Adams,Naur,Yes,Naur
Illinois,Alexander,Naur,Yes,Yes
Illinois,Bond,Naur,Yes,Naur
Illinois,Boone,Naur,Naur,Naur
Illinois,Brown,Naur,Yes,Naur
Illinois,Bureau,Naur,Yes,Naur
Illinois,Calhoun,Naur,Yes,Naur
Illinois,Carroll,Naur,Naur,Naur
Illinois,Cass,Naur,Yes,Naur
Illinois,Champaign,Naur,Yes,Naur
Illinois,Christian,Naur,Yes,Naur
Illinois,Clark,Naur,Yes,Naur
Illinois,Clay,Naur,Yes,Naur
Illinois,Clinton,Naur,Yes,Naur
Illinois,Coles,Naur,Yes,Naur
Illinois,Cook,Yes,Yes,Yes
Illinois,Crawford,Naur,Yes,Naur
Illinois,Cumberland,Naur,Yes,Naur
Illinois,De Witt,Naur,Yes,Naur
Illinois,DeKalb,Naur,Naur,Naur
Illinois,Douglas,Naur,Yes,Naur
Illinois,Dupage,Naur,Naur,Naur
Illinois,Edgar,Naur,Yes,Naur
Illinois,Edwards,Naur,Yes,Naur
Illinois,Effingham,Naur,Yes,Naur
Illinois,Fayette,Naur,Yes,Naur
Illinois,Ford,Naur,Yes,Naur
Illinois,Franklin,Naur,Yes,Naur
Illinois,Fulton,Naur,Yes,Naur
Illinois,Gallatin,Naur,Yes,Naur
Illinois,Greene,Naur,Yes,Naur
Illinois,Grundy,Naur,Naur,Naur
Illinois,Hamilton,Naur,Yes,Naur
Illinois,Hancock,Naur,Yes,Naur
Illinois,Hardin,Naur,Yes,Naur
Illinois,Henderson,Naur,Yes,Naur
Illinois,Henry,Naur,Yes,Naur
Illinois,Iroquois,Naur,Yes,Naur
Illinois,Jackson,Naur,Yes,Naur
Illinois,Jasper,Naur,Yes,Naur
Illinois,Jefferson,Naur,Yes,Naur
Illinois,Jersey,Naur,Yes,Naur
Illinois,Jo Daviess,Naur,Naur,Naur
Illinois,Johnson,Naur,Yes,Naur
Illinois,Kane,Yes,Naur,Naur
Illinois,Kankakee,Naur,Yes,Yes
Illinois,Kendall,Yes,Naur,Naur
Illinois,Knox,Naur,Yes,Naur
Illinois,La Salle,Naur,Naur,Naur
Illinois,Lake,Yes,Yes,Naur
Illinois,Lawrence,Naur,Yes,Naur
Illinois,Lee,Naur,Naur,Naur
Illinois,Livingston,Naur,Yes,Naur
Illinois,Logan,Naur,Yes,Naur
Illinois,Macon,Yes,Yes,Yes
Illinois,Macoupin,Naur,Yes,Naur
Illinois,Madison,Yes,Yes,Naur
Illinois,Marion,Naur,Yes,Naur
Illinois,Marshall,Naur,Yes,Naur
Illinois,Mason,Naur,Yes,Naur
Illinois,Massac,Naur,Yes,Naur
Illinois,McDonough,Naur,Yes,Naur
Illinois,McHenry,Naur,Naur,Naur
Illinois,McLean,Naur,Yes,Naur
Illinois,Menard,Naur,Yes,Naur
Illinois,Mercer,Naur,Yes,Naur
Illinois,Monroe,Naur,Yes,Naur
Illinois,Montgomery,Naur,Yes,Naur
Illinois,Morgan,Naur,Yes,Naur
Illinois,Moultrie,Naur,Yes,Naur
Illinois,Ogle,Naur,Naur,Naur
Illinois,Peoria,Yes,Yes,Yes
Illinois,Perry,Naur,Yes,Naur
Illinois,Piatt,Naur,Yes,Naur
Illinois,Pike,Naur,Yes,Naur
Illinois,Pope,Naur,Yes,Naur
Illinois,Pulaski,Naur,Yes,Naur
Illinois,Putnam,Naur,Yes,Naur
Illinois,Randolph,Naur,Yes,Naur
Illinois,Richland,Naur,Yes,Naur
Illinois,Rock Island,Naur,Yes,Naur
Illinois,Saline,Naur,Yes,Naur
Illinois,Sangamon,Naur,Yes,Naur
Illinois,Schuyler,Naur,Yes,Naur
Illinois,Scott,Naur,Yes,Naur
Illinois,Shelby,Naur,Yes,Naur
Illinois,St Clair,Yes,Yes,Yes
Illinois,Stark,Naur,Yes,Naur
Illinois,Stephenson,Naur,Naur,Naur
Illinois,Tazewell,Yes,Yes,Naur
Illinois,Union,Naur,Yes,Naur
Illinois,Vermilion,Naur,Yes,Yes
Illinois,Wabash,Naur,Yes,Naur
Illinois,Warren,Naur,Yes,Naur
Illinois,Washington,Naur,Yes,Naur
Illinois,Wayne,Naur,Yes,Naur
Illinois,White,Naur,Yes,Naur
Illinois,Whiteside,Naur,Naur,Naur
Illinois,Will,Yes,Yes,Naur
Illinois,Williamson,Naur,Yes,Naur
Illinois,Winnebago,Yes,Yes,Yes
Illinois,Woodford,Naur,Yes,Naur
Indiana,Adams,Naur,Yes,Yes
Indiana,Allen,Yes,Yes,Yes
Indiana,Bartholomew,Naur,Yes,Yes
Indiana,Benton,Naur,Yes,Yes
Indiana,Blackford,Naur,Yes,Yes
Indiana,Boone,Naur,Yes,Yes
Indiana,Brown,Naur,Yes,Yes
Indiana,Carroll,Naur,Yes,Yes
Indiana,Cass,Naur,Yes,Yes
Indiana,Clark,Naur,Yes,Yes
Indiana,Clay,Naur,Yes,Yes
Indiana,Clinton,Naur,Yes,Yes
Indiana,Crawford,Naur,Yes,Yes
Indiana,Daviess,Naur,Yes,Yes
Indiana,Dearborn,Naur,Yes,Yes
Indiana,Decatur,Naur,Yes,Yes
Indiana,DeKalb,Naur,Yes,Yes
Indiana,Delaware,Yes,Yes,Yes
Indiana,Dubois,Naur,Yes,Yes
Indiana,Elkhart,Naur,Yes,Yes
Indiana,Fayette,Naur,Yes,Yes
Indiana,Floyd,Naur,Yes,Yes
Indiana,Fountain,Naur,Yes,Yes
Indiana,Franklin,Naur,Yes,Yes
Indiana,Fulton,Naur,Yes,Yes
Indiana,Gibson,Naur,Yes,Yes
Indiana,Grant,Naur,Yes,Yes
Indiana,Greene,Naur,Yes,Yes
Indiana,Hamilton,Naur,Yes,Yes
Indiana,Hancock,Naur,Yes,Yes
Indiana,Harrison,Naur,Yes,Yes
Indiana,Hendricks,Naur,Yes,Yes
Indiana,Henry,Naur,Yes,Yes
Indiana,Howard,Naur,Yes,Yes
Indiana,Huntington,Naur,Yes,Yes
Indiana,Jackson,Naur,Yes,Yes
Indiana,Jasper,Naur,Yes,Yes
Indiana,Jay,Naur,Yes,Yes
Indiana,Jefferson,Naur,Yes,Yes
Indiana,Jennings,Naur,Yes,Yes
Indiana,Johnson,Naur,Yes,Yes
Indiana,Knox,Naur,Yes,Yes
Indiana,Kosciusko,Naur,Yes,Yes
Indiana,Lagrange,Naur,Yes,Yes
Indiana,Lake,Yes,Yes,Yes
Indiana,LaPorte,Naur,Yes,Yes
Indiana,Lawrence,Naur,Yes,Yes
Indiana,Madison,Naur,Yes,Yes
Indiana,Marion,Naur,Yes,Yes
Indiana,Marshall,Naur,Yes,Yes
Indiana,Martin,Naur,Yes,Yes
Indiana,Miami,Naur,Yes,Yes
Indiana,Monroe,Naur,Yes,Yes
Indiana,Montgomery,Naur,Yes,Yes
Indiana,Morgan,Naur,Yes,Yes
Indiana,Newton,Naur,Yes,Yes
Indiana,Noble,Naur,Yes,Yes
Indiana,Ohio,Naur,Yes,Yes
Indiana,Orange,Naur,Yes,Yes
Indiana,Owen,Naur,Yes,Yes
Indiana,Parke,Naur,Yes,Yes
Indiana,Perry,Naur,Yes,Yes
Indiana,Pike,Naur,Yes,Yes
Indiana,Porter,Yes,Yes,Yes
Indiana,Posey,Naur,Yes,Yes
Indiana,Pulaski,Naur,Yes,Yes
Indiana,Putnam,Naur,Yes,Yes
Indiana,Randolph,Naur,Yes,Yes
Indiana,Ripley,Naur,Yes,Yes
Indiana,Rush,Naur,Yes,Yes
Indiana,Scott,Naur,Yes,Yes
Indiana,Shelby,Naur,Yes,Yes
Indiana,Spencer,Naur,Yes,Yes
Indiana,St Joseph,Yes,Yes,Yes
Indiana,Starke,Naur,Yes,Yes
Indiana,Steuben,Naur,Yes,Yes
Indiana,Sullivan,Naur,Yes,Yes
Indiana,Switzerland,Naur,Yes,Yes
Indiana,Tippecanoe,Naur,Yes,Yes
Indiana,Tipton,Naur,Yes,Yes
Indiana,Union,Naur,Yes,Yes
Indiana,Vanderburgh,Naur,Yes,Yes
Indiana,Vermillion,Naur,Yes,Yes
Indiana,Vigo,Yes,Yes,Yes
Indiana,Wabash,Naur,Yes,Yes
Indiana,Warren,Naur,Yes,Yes
Indiana,Warrick,Naur,Yes,Yes
Indiana,Washington,Naur,Yes,Yes
Indiana,Wayne,Naur,Yes,Yes
Indiana,Wells,Naur,Yes,Yes
Indiana,White,Naur,Yes,Yes
Indiana,Whitley,Naur,Yes,Yes
Iowa,Adair,Naur,Yes,Yes
Iowa,Adams,Naur,Yes,Yes
Iowa,Allamakee,Naur,Yes,Yes
Iowa,Appanoose,Naur,Yes,Yes
Iowa,Audubon,Naur,Yes,Yes
Iowa,Benton,Naur,Yes,Yes
Iowa,Black Hawk,Yes,Yes,Yes
Iowa,Boone,Naur,Yes,Yes
Iowa,Bremer,Naur,Yes,Yes
Iowa,Buchanan,Naur,Yes,Yes
Iowa,Buena Vista,Naur,Yes,Yes
Iowa,Butler,Naur,Yes,Yes
Iowa,Calhoun,Naur,Yes,Yes
Iowa,Carroll,Naur,Yes,Yes
Iowa,Cass,Naur,Yes,Yes
Iowa,Cedar,Naur,Yes,Yes
Iowa,Cerro Gordo,Naur,Yes,Yes
Iowa,Cherokee,Naur,Yes,Yes
Iowa,Chickasaw,Naur,Yes,Yes
Iowa,Clarke,Naur,Yes,Yes
Iowa,Clay,Naur,Yes,Yes
Iowa,Clayton,Naur,Yes,Yes
Iowa,Clinton,Naur,Yes,Yes
Iowa,Crawford,Naur,Yes,Yes
Iowa,Dallas,Naur,Yes,Yes
Iowa,Davis,Naur,Yes,Yes
Iowa,Decatur,Naur,Yes,Yes
Iowa,Delaware,Naur,Yes,Yes
Iowa,Des Moines,Naur,Yes,Yes
Iowa,Dickinson,Naur,Yes,Yes
Iowa,Dubuque,Yes,Yes,Yes
Iowa,Emmet,Naur,Yes,Yes
Iowa,Fayette,Naur,Yes,Yes
Iowa,Floyd,Naur,Yes,Yes
Iowa,Franklin,Naur,Yes,Yes
Iowa,Fremont,Naur,Yes,Yes
Iowa,Greene,Naur,Yes,Yes
Iowa,Grundy,Naur,Yes,Yes
Iowa,Guthrie,Naur,Yes,Yes
Iowa,Hamilton,Naur,Yes,Yes
Iowa,Hancock,Naur,Yes,Yes
Iowa,Hardin,Naur,Yes,Yes
Iowa,Harrison,Naur,Yes,Yes
Iowa,Henry,Naur,Yes,Yes
Iowa,Howard,Naur,Yes,Yes
Iowa,Humboldt,Naur,Yes,Yes
Iowa,Ida,Naur,Yes,Yes
Iowa,Iowa,Naur,Yes,Yes
Iowa,Jackson,Naur,Yes,Yes
Iowa,Jasper,Naur,Yes,Yes
Iowa,Jefferson,Naur,Yes,Yes
Iowa,Johnson,Naur,Yes,Yes
Iowa,Jones,Naur,Yes,Yes
Iowa,Keokuk,Naur,Yes,Yes
Iowa,Kossuth,Naur,Yes,Yes
Iowa,Lee,Naur,Yes,Yes
Iowa,Linn,Naur,Yes,Yes
Iowa,Louisa,Naur,Yes,Yes
Iowa,Lucas,Naur,Yes,Yes
Iowa,Lyon,Naur,Yes,Yes
Iowa,Madison,Naur,Yes,Yes
Iowa,Mahaska,Naur,Yes,Yes
Iowa,Marion,Naur,Yes,Yes
Iowa,Marshall,Naur,Yes,Yes
Iowa,Mills,Naur,Yes,Yes
Iowa,Mitchell,Naur,Yes,Yes
Iowa,Monona,Naur,Yes,Yes
Iowa,Monroe,Naur,Yes,Yes
Iowa,Montgomery,Naur,Yes,Yes
Iowa,Muscatine,Naur,Yes,Yes
Iowa,O Brien,Naur,Yes,Yes
Iowa,Osceola,Naur,Yes,Yes
Iowa,Page,Naur,Yes,Yes
Iowa,Palo Alto,Naur,Yes,Yes
Iowa,Plymouth,Yes,Yes,Yes
Iowa,Pocahontas,Naur,Yes,Yes
Iowa,Polk,Naur,Yes,Yes
Iowa,Pottawattamie,Yes,Yes,Yes
Iowa,Poweshiek,Naur,Yes,Yes
Iowa,Ringgold,Naur,Yes,Yes
Iowa,Sac,Naur,Yes,Yes
Iowa,Scott,Yes,Yes,Yes
Iowa,Shelby,Naur,Yes,Yes
Iowa,Sioux,Naur,Yes,Yes
Iowa,Story,Naur,Yes,Yes
Iowa,Tama,Naur,Yes,Yes
Iowa,Taylor,Naur,Yes,Yes
Iowa,Union,Naur,Yes,Yes
Iowa,Van Buren,Naur,Yes,Yes
Iowa,Wapello,Naur,Yes,Yes
Iowa,Warren,Naur,Yes,Yes
Iowa,Washington,Naur,Yes,Yes
Iowa,Wayne,Naur,Yes,Yes
Iowa,Webster,Naur,Yes,Yes
Iowa,Winnebago,Naur,Yes,Yes
Iowa,Winneshiek,Naur,Yes,Yes
Iowa,Woodbury,Yes,Yes,Yes
Iowa,Worth,Naur,Yes,Yes
Iowa,Wright,Naur,Yes,Yes
Kansas,Allen,Naur,Yes,Yes
Kansas,Anderson,Naur,Yes,Yes
Kansas,Atchison,Naur,Yes,Yes
Kansas,Barber,Naur,Yes,Yes
Kansas,Barton,Naur,Yes,Yes
Kansas,Bourbon,Naur,Yes,Yes
Kansas,Brown,Naur,Yes,Yes
Kansas,Butler,Naur,Yes,Yes
Kansas,Chase,Naur,Yes,Yes
Kansas,Chautauqua,Naur,Yes,Yes
Kansas,Cherokee,Naur,Yes,Yes
Kansas,Cheyenne,Naur,Yes,Yes
Kansas,Clark,Naur,Yes,Yes
Kansas,Clay,Naur,Yes,Yes
Kansas,Cloud,Naur,Yes,Yes
Kansas,Coffey,Naur,Yes,Yes
Kansas,Comanche,Naur,Yes,Yes
Kansas,Cowley,Naur,Yes,Yes
Kansas,Crawford,Naur,Yes,Yes
Kansas,Decatur,Naur,Yes,Yes
Kansas,Dickinson,Naur,Yes,Yes
Kansas,Doniphan,Naur,Yes,Yes
Kansas,Douglas,Naur,Yes,Yes
Kansas,Edwards,Naur,Yes,Yes
Kansas,Elk,Naur,Yes,Yes
Kansas,Ellis,Naur,Yes,Yes
Kansas,Ellsworth,Naur,Yes,Yes
Kansas,Finney,Naur,Yes,Yes
Kansas,Ford,Naur,Yes,Yes
Kansas,Franklin,Naur,Yes,Yes
Kansas,Geary,Naur,Yes,Yes
Kansas,Gove,Naur,Yes,Yes
Kansas,Graham,Naur,Yes,Yes
Kansas,Grant,Naur,Yes,Yes
Kansas,Gray,Naur,Yes,Yes
Kansas,Greeley,Naur,Yes,Yes
Kansas,Greenwood,Naur,Yes,Yes
Kansas,Hamilton,Naur,Yes,Yes
Kansas,Harper,Naur,Yes,Yes
Kansas,Harvey,Naur,Yes,Yes
Kansas,Haskell,Naur,Yes,Yes
Kansas,Hodgeman,Naur,Yes,Yes
Kansas,Jackson,Naur,Yes,Yes
Kansas,Jefferson,Naur,Yes,Yes
Kansas,Jewell,Naur,Yes,Yes
Kansas,Johnson,Yes,Yes,Yes
Kansas,Kearny,Naur,Yes,Yes
Kansas,Kingman,Naur,Yes,Yes
Kansas,Kiowa,Naur,Yes,Yes
Kansas,Labette,Naur,Yes,Yes
Kansas,Lane,Naur,Yes,Yes
Kansas,Leavenworth,Naur,Yes,Yes
Kansas,Lincoln,Naur,Yes,Yes
Kansas,Linn,Naur,Yes,Yes
Kansas,Logan,Naur,Yes,Yes
Kansas,Lyon,Naur,Yes,Yes
Kansas,Marion,Naur,Yes,Yes
Kansas,Marshall,Naur,Yes,Yes
Kansas,McPherson,Naur,Yes,Yes
Kansas,Meade,Naur,Yes,Yes
Kansas,Miami,Naur,Yes,Yes
Kansas,Mitchell,Naur,Yes,Yes
Kansas,Montgomery,Naur,Yes,Yes
Kansas,Morris,Naur,Yes,Yes
Kansas,Morton,Naur,Yes,Yes
Kansas,Nemaha,Naur,Yes,Yes
Kansas,Neosho,Naur,Yes,Yes
Kansas,Ness,Naur,Yes,Yes
Kansas,Norton,Naur,Yes,Yes
Kansas,Osage,Naur,Yes,Yes
Kansas,Osborne,Naur,Yes,Yes
Kansas,Ottawa,Naur,Yes,Yes
Kansas,Pawnee,Naur,Yes,Yes
Kansas,Phillips,Naur,Yes,Yes
Kansas,Pottawatomie,Naur,Yes,Yes
Kansas,Pratt,Naur,Yes,Yes
Kansas,Rawlins,Naur,Yes,Yes
Kansas,Reno,Naur,Yes,Yes
Kansas,Republic,Naur,Yes,Yes
Kansas,Rice,Naur,Yes,Yes
Kansas,Riley,Naur,Yes,Yes
Kansas,Rooks,Naur,Yes,Yes
Kansas,Rush,Naur,Yes,Yes
Kansas,Russell,Naur,Yes,Yes
Kansas,Saline,Naur,Yes,Yes
Kansas,Scott,Naur,Yes,Yes
Kansas,Sedgwick,Naur,Yes,Yes
Kansas,Seward,Naur,Yes,Yes
Kansas,Shawnee,Naur,Yes,Yes
Kansas,Sheridan,Naur,Yes,Yes
Kansas,Sherman,Naur,Yes,Yes
Kansas,Smith,Naur,Yes,Yes
Kansas,Stafford,Naur,Yes,Yes
Kansas,Stanton,Naur,Yes,Yes
Kansas,Stevens,Naur,Yes,Yes
Kansas,Sumner,Naur,Yes,Yes
Kansas,Thomas,Naur,Yes,Yes
Kansas,Trego,Naur,Yes,Yes
Kansas,Wabaunsee,Naur,Yes,Yes
Kansas,Wallace,Naur,Yes,Yes
Kansas,Washington,Naur,Yes,Yes
Kansas,Wichita,Naur,Yes,Yes
Kansas,Wilson,Naur,Yes,Yes
Kansas,Woodson,Naur,Yes,Yes
Kansas,Wyandotte,Yes,Yes,Yes
Kentucky,Adair,Naur,Yes,Yes
Kentucky,Allen,Naur,Yes,Yes
Kentucky,Anderson,Naur,Yes,Yes
Kentucky,Ballard,Naur,Yes,Yes
Kentucky,Barren,Naur,Yes,Yes
Kentucky,Bath,Naur,Yes,Yes
Kentucky,Bell,Naur,Yes,Yes
Kentucky,Boone,Naur,Yes,Yes
Kentucky,Bourbon,Naur,Yes,Yes
Kentucky,Boyd,Naur,Yes,Yes
Kentucky,Boyle,Naur,Yes,Yes
Kentucky,Bracken,Naur,Yes,Yes
Kentucky,Breathitt,Naur,Yes,Yes
Kentucky,Breckinridge,Naur,Yes,Yes
Kentucky,Bullitt,Naur,Yes,Yes
Kentucky,Butler,Naur,Yes,Yes
Kentucky,Caldwell,Naur,Yes,Yes
Kentucky,Calloway,Naur,Yes,Yes
Kentucky,Campbell,Yes,Yes,Yes
Kentucky,Carlisle,Naur,Yes,Yes
Kentucky,Carroll,Naur,Yes,Yes
Kentucky,Carter,Naur,Yes,Yes
Kentucky,Casey,Naur,Yes,Yes
Kentucky,Christian,Naur,Yes,Yes
Kentucky,Clark,Naur,Yes,Yes
Kentucky,Clay,Naur,Yes,Yes
Kentucky,Clinton,Naur,Yes,Yes
Kentucky,Crittenden,Naur,Yes,Yes
Kentucky,Cumberland,Naur,Yes,Yes
Kentucky,Daviess,Naur,Yes,Yes
Kentucky,Edmonson,Naur,Yes,Yes
Kentucky,Elliott,Naur,Yes,Yes
Kentucky,Estill,Naur,Yes,Yes
Kentucky,Fayette,Naur,Yes,Yes
Kentucky,Fleming,Naur,Yes,Yes
Kentucky,Floyd,Naur,Yes,Yes
Kentucky,Franklin,Naur,Yes,Yes
Kentucky,Fulton,Naur,Yes,Yes
Kentucky,Gallatin,Naur,Yes,Yes
Kentucky,Garrard,Naur,Yes,Yes
Kentucky,Grant,Naur,Yes,Yes
Kentucky,Graves,Naur,Yes,Yes
Kentucky,Grayson,Naur,Yes,Yes
Kentucky,Green,Naur,Yes,Yes
Kentucky,Greenup,Naur,Yes,Yes
Kentucky,Hancock,Naur,Yes,Yes
Kentucky,Hardin,Naur,Yes,Yes
Kentucky,Harlan,Naur,Yes,Yes
Kentucky,Harrison,Naur,Yes,Yes
Kentucky,Hart,Naur,Yes,Yes
Kentucky,Henderson,Yes,Yes,Yes
Kentucky,Henry,Naur,Yes,Yes
Kentucky,Hickman,Naur,Yes,Yes
Kentucky,Hopkins,Naur,Yes,Yes
Kentucky,Jackson,Naur,Yes,Yes
Kentucky,Jefferson,Naur,Yes,Yes
Kentucky,Jessamine,Naur,Yes,Yes
Kentucky,Johnson,Naur,Yes,Yes
Kentucky,Kenton,Yes,Yes,Yes
Kentucky,Knott,Naur,Yes,Yes
Kentucky,Knox,Naur,Yes,Yes
Kentucky,Larue,Naur,Yes,Yes
Kentucky,Laurel,Naur,Yes,Yes
Kentucky,Lawrence,Naur,Yes,Yes
Kentucky,Lee,Naur,Yes,Yes
Kentucky,Leslie,Naur,Yes,Yes
Kentucky,Letcher,Naur,Yes,Yes
Kentucky,Lewis,Naur,Yes,Yes
Kentucky,Lincoln,Naur,Yes,Yes
Kentucky,Livingston,Naur,Yes,Yes
Kentucky,Logan,Naur,Yes,Yes
Kentucky,Lyon,Naur,Yes,Yes
Kentucky,Madison,Naur,Yes,Yes
Kentucky,Magoffin,Naur,Yes,Yes
Kentucky,Marion,Naur,Yes,Yes
Kentucky,Marshall,Naur,Yes,Yes
Kentucky,Martin,Naur,Yes,Yes
Kentucky,Mason,Naur,Yes,Yes
Kentucky,McCracken,Naur,Yes,Yes
Kentucky,McCreary,Naur,Yes,Yes
Kentucky,McLean,Naur,Yes,Yes
Kentucky,Meade,Naur,Yes,Yes
Kentucky,Menifee,Naur,Yes,Yes
Kentucky,Mercer,Naur,Yes,Yes
Kentucky,Metcalfe,Naur,Yes,Yes
Kentucky,Monroe,Naur,Yes,Yes
Kentucky,Montgomery,Naur,Yes,Yes
Kentucky,Morgan,Naur,Yes,Yes
Kentucky,Muhlenberg,Naur,Yes,Yes
Kentucky,Nelson,Naur,Yes,Yes
Kentucky,Nicholas,Naur,Yes,Yes
Kentucky,Ohio,Naur,Yes,Yes
Kentucky,Oldham,Naur,Yes,Yes
Kentucky,Owen,Naur,Yes,Yes
Kentucky,Owsley,Naur,Yes,Yes
Kentucky,Pendleton,Naur,Yes,Yes
Kentucky,Perry,Naur,Yes,Yes
Kentucky,Pike,Naur,Yes,Yes
Kentucky,Powell,Naur,Yes,Yes
Kentucky,Pulaski,Naur,Yes,Yes
Kentucky,Robertson,Naur,Yes,Yes
Kentucky,Rockcastle,Naur,Yes,Yes
Kentucky,Rowan,Naur,Yes,Yes
Kentucky,Russell,Naur,Yes,Yes
Kentucky,Scott,Naur,Yes,Yes
Kentucky,Shelby,Naur,Yes,Yes
Kentucky,Simpson,Naur,Yes,Yes
Kentucky,Spencer,Naur,Yes,Yes
Kentucky,Taylor,Naur,Yes,Yes
