STATE,ALLCOUNTIES,Time 1,Time 2,Time 3
Kentucky,Todd,Naur,Yes,Yes
Kentucky,Trigg,Naur,Yes,Yes
Kentucky,Trimble,Naur,Yes,Yes
Kentucky,Union,Naur,Yes,Yes
Kentucky,Warren,Naur,Yes,Yes
Kentucky,Washington,Naur,Yes,Yes
Kentucky,Wayne,Naur,Yes,Yes
Kentucky,Webster,Naur,Yes,Yes
Kentucky,Whitley,Naur,Yes,Yes
Kentucky,Wolfe,Naur,Yes,Yes
Kentucky,Woodford,Naur,Yes,Yes
Louisiana,Acadia,Naur,Yes,Yes
Louisiana,Allen,Naur,Yes,Yes
Louisiana,Ascension,Naur,Yes,Yes
Louisiana,Assumption,Naur,Naur,Yes
Louisiana,Avoyelles,Naur,Yes,Yes
Louisiana,Beauregard,Naur,Yes,Yes
Louisiana,Bienville,Naur,Yes,Yes
Louisiana,Bossier,Yes,Yes,Yes
Louisiana,Caddo,Yes,Yes,Yes
Louisiana,Calcasieu,Naur,Yes,Yes
Louisiana,Caldwell,Naur,Yes,Yes
Louisiana,Cameron,Naur,Yes,Yes
Louisiana,Catahoula,Naur,Yes,Yes
Louisiana,Claiborne,Naur,Yes,Yes
Louisiana,Concordia,Naur,Yes,Yes
Louisiana,De Soto,Naur,Yes,Yes
Louisiana,East Baton Rouge,Naur,Yes,Yes
Louisiana,East Carroll,Naur,Yes,Yes
Louisiana,East Feliciana,Naur,Yes,Yes
Louisiana,Evangeline,Naur,Yes,Yes
Louisiana,Franklin,Naur,Yes,Yes
Louisiana,Grant,Naur,Yes,Yes
Louisiana,Iberia,Naur,Yes,Yes
Louisiana,Iberville,Naur,Yes,Yes
Louisiana,Jackson,Naur,Yes,Yes
Louisiana,Jefferson,Yes,Naur,Yes
Louisiana,Jefferson Davis,Naur,Yes,Yes
Louisiana,La Salle,Naur,Yes,Yes
Louisiana,Lafayette,Naur,Yes,Yes
Louisiana,Lafourche,Naur,Naur,Yes
Louisiana,Lincoln,Naur,Yes,Yes
Louisiana,Livingston,Naur,Yes,Yes
Louisiana,Madison,Naur,Yes,Yes
Louisiana,Morehouse,Naur,Yes,Yes
Louisiana,Natchitoches,Naur,Yes,Yes
Louisiana,Orleans,Yes,Yes,Yes
Louisiana,Ouachita,Naur,Yes,Yes
Louisiana,Plaquemines,Naur,Naur,Yes
Louisiana,Pointe Coupee,Naur,Yes,Yes
Louisiana,Rapides,Naur,Yes,Yes
Louisiana,Red River,Naur,Yes,Yes
Louisiana,Richland,Naur,Yes,Yes
Louisiana,Sabine,Naur,Yes,Yes
Louisiana,St Bernard,Yes,Naur,Yes
Louisiana,St Charles,Naur,Naur,Yes
Louisiana,St Helena,Naur,Yes,Yes
Louisiana,St James,Naur,Naur,Yes
Louisiana,St John The Baptist,Naur,Naur,Yes
Louisiana,St Landry,Naur,Yes,Yes
Louisiana,St Martin,Naur,Yes,Yes
Louisiana,St Mary,Naur,Yes,Yes
Louisiana,St Tammany,Naur,Yes,Yes
Louisiana,Tangipahoa,Naur,Yes,Yes
Louisiana,Tensas,Naur,Yes,Yes
Louisiana,Terrebonne,Naur,Naur,Yes
Louisiana,Union,Naur,Yes,Yes
Louisiana,Vermilion,Naur,Yes,Yes
Louisiana,Vernon,Naur,Yes,Yes
Louisiana,Washington,Naur,Naur,Yes
Louisiana,Webster,Naur,Yes,Yes
Louisiana,West Baton Rouge,Naur,Yes,Yes
Louisiana,West Carroll,Naur,Yes,Yes
Louisiana,West Feliciana,Naur,Yes,Yes
Louisiana,Winn,Naur,Yes,Yes
Maine,Androscoggin,Naur,Yes,Yes
Maine,Aroostook,Naur,Yes,Yes
Maine,Cumberland,Naur,Yes,Yes
Maine,Franklin,Naur,Yes,Yes
Maine,Hancock,Naur,Yes,Yes
Maine,Kennebec,Naur,Yes,Yes
Maine,Knox,Naur,Yes,Yes
Maine,Lincoln,Naur,Yes,Yes
Maine,Oxford,Naur,Yes,Yes
Maine,Penobscot,Naur,Yes,Yes
Maine,Piscataquis,Naur,Yes,Yes
Maine,Sagadahoc,Naur,Yes,Yes
Maine,Somerset,Naur,Yes,Yes
Maine,Waldo,Naur,Yes,Yes
Maine,Washington,Naur,Yes,Yes
Maine,York,Naur,Yes,Yes
Maryland,Allegany,Naur,Naur,Yes
Maryland,Anne Arundel,Yes,Yes,Yes
Maryland,Baltimore,Yes,Yes,Yes
Maryland,Baltimore City,Yes,Yes,Yes
Maryland,Calvert,Naur,Naur,Yes
Maryland,Caroline,Naur,Naur,Yes
Maryland,Carroll,Naur,Naur,Yes
Maryland,Cecil,Naur,Yes,Yes
Maryland,Charles,Naur,Yes,Yes
Maryland,Dorchester,Naur,Naur,Yes
Maryland,Frederick,Naur,Naur,Yes
Maryland,Garrett,Naur,Naur,Yes
Maryland,Harford,Naur,Naur,Yes
Maryland,Howard,Naur,Naur,Yes
Maryland,Kent,Naur,Naur,Yes
Maryland,Montgomery,Naur,Naur,Yes
Maryland,Prince Georges,Naur,Yes,Yes
Maryland,Queen Anne's,Naur,Naur,Yes
Maryland,Somerset,Naur,Naur,Yes
Maryland,St Mary's,Naur,Yes,Yes
Maryland,Talbot,Naur,Naur,Yes
Maryland,Washington,Naur,Naur,Yes
Maryland,Wicomico,Naur,Naur,Yes
Maryland,Worcester,Naur,Naur,Yes
Massachusetts,Barnstable,Naur,Naur,Naur
Massachusetts,Berkshire,Naur,Naur,Naur
Massachusetts,Bristol,Yes,Naur,Naur
Massachusetts,Dukes,Naur,Naur,Naur
Massachusetts,Essex,Yes,Naur,Naur
Massachusetts,Franklin,Naur,Naur,Naur
Massachusetts,Hampden,Yes,Yes,Naur
Massachusetts,Hampshire,Yes,Naur,Naur
Massachusetts,Middlesex,Yes,Naur,Naur
Massachusetts,Nantucket,Naur,Naur,Naur
Massachusetts,Norfolk,Yes,Naur,Naur
Massachusetts,Plymouth,Yes,Naur,Naur
Massachusetts,Suffolk,Yes,Naur,Naur
Massachusetts,Worcester,Naur,Naur,Naur
Michigan,Alcona,Naur,Naur,Naur
Michigan,Alger,Naur,Naur,Naur
Michigan,Allegan,Naur,Naur,Naur
Michigan,Alpena,Naur,Naur,Naur
Michigan,Antrim,Naur,Naur,Naur
Michigan,Arenac,Naur,Naur,Naur
Michigan,Baraga,Naur,Naur,Naur
Michigan,Barry,Naur,Naur,Naur
Michigan,Bay,Yes,Naur,Naur
Michigan,Benzie,Naur,Naur,Naur
Michigan,Berrien,Naur,Yes,Naur
Michigan,Branch,Naur,Naur,Naur
Michigan,Calhoun,Yes,Naur,Naur
Michigan,Cass,Naur,Naur,Naur
Michigan,Charlevoix,Naur,Naur,Naur
Michigan,Cheboygan,Naur,Naur,Naur
Michigan,Chippewa,Naur,Naur,Naur
Michigan,Clare,Naur,Naur,Naur
Michigan,Clinton,Yes,Naur,Naur
Michigan,Crawford,Naur,Naur,Naur
Michigan,Delta,Naur,Naur,Naur
Michigan,Dickinson,Naur,Naur,Naur
Michigan,Eaton,Yes,Naur,Naur
Michigan,Emmet,Naur,Naur,Naur
Michigan,Genesee,Yes,Yes,Naur
Michigan,Gladwin,Naur,Naur,Naur
Michigan,Gogebic,Naur,Naur,Naur
Michigan,Grand Traverse,Naur,Naur,Naur
Michigan,Gratiot,Naur,Naur,Naur
Michigan,Hillsdale,Naur,Naur,Naur
Michigan,Houghton,Naur,Naur,Naur
Michigan,Huron,Naur,Naur,Naur
Michigan,Ingham,Yes,Naur,Naur
Michigan,Ionia,Naur,Naur,Naur
Michigan,Iosco,Naur,Naur,Naur
Michigan,Iron,Naur,Naur,Naur
Michigan,Isabella,Naur,Naur,Naur
Michigan,Jackson,Yes,Naur,Naur
Michigan,Kalamazoo,Yes,Naur,Naur
Michigan,Kalkaska,Naur,Naur,Naur
Michigan,Kent,Yes,Yes,Naur
Michigan,Keweenaw,Naur,Naur,Naur
Michigan,Lake,Naur,Naur,Naur
Michigan,Lapeer,Naur,Naur,Naur
Michigan,Leelanau,Naur,Naur,Naur
Michigan,Lenawee,Naur,Naur,Naur
Michigan,Livingston,Naur,Naur,Naur
Michigan,Luce,Naur,Naur,Naur
Michigan,Mackinac,Naur,Naur,Naur
Michigan,Macomb,Yes,Naur,Naur
Michigan,Manistee,Naur,Naur,Naur
Michigan,Marquette,Naur,Naur,Naur
Michigan,Mason,Naur,Naur,Naur
Michigan,Mecosta,Naur,Naur,Naur
Michigan,Menominee,Naur,Naur,Naur
Michigan,Midland,Naur,Naur,Naur
Michigan,Missaukee,Naur,Naur,Naur
Michigan,Monroe,Yes,Naur,Naur
Michigan,Montcalm,Naur,Naur,Naur
Michigan,Montmorency,Naur,Naur,Naur
Michigan,Muskegon,Yes,Naur,Naur
Michigan,Newaygo,Naur,Naur,Naur
Michigan,Oakland,Yes,Yes,Naur
Michigan,Oceana,Naur,Naur,Naur
Michigan,Ogemaw,Naur,Naur,Naur
Michigan,Ontonagon,Naur,Naur,Naur
Michigan,Osceola,Naur,Naur,Naur
Michigan,Oscoda,Naur,Naur,Naur
Michigan,Otsego,Naur,Naur,Naur
Michigan,Ottawa,Naur,Naur,Naur
Michigan,Presque Isle,Naur,Naur,Naur
Michigan,Roscommon,Naur,Naur,Naur
Michigan,Saginaw,Yes,Naur,Naur
Michigan,Sanilac,Naur,Naur,Naur
Michigan,Schoolcraft,Naur,Naur,Naur
Michigan,Shiawassee,Naur,Naur,Naur
Michigan,St Clair,Naur,Naur,Naur
Michigan,St Joseph,Naur,Naur,Naur
Michigan,Tuscola,Naur,Naur,Naur
Michigan,Van Buren,Naur,Naur,Naur
Michigan,Washtenaw,Naur,Naur,Naur
Michigan,Wayne,Naur,Yes,Yes
Michigan,Wexford,Naur,Naur,Naur
Minnesota,Aitkin,Naur,Yes,Naur
Minnesota,Anoka,Naur,Yes,Naur
Minnesota,Becker,Naur,Yes,Naur
Minnesota,Beltrami,Naur,Yes,Naur
Minnesota,Benton,Naur,Yes,Naur
Minnesota,Big Stone,Naur,Yes,Naur
Minnesota,Blue Earth,Naur,Yes,Naur
Minnesota,Brown,Naur,Yes,Naur
Minnesota,Carlton,Naur,Yes,Naur
Minnesota,Carver,Naur,Yes,Naur
Minnesota,Cass,Naur,Yes,Naur
Minnesota,Chippewa,Naur,Yes,Naur
Minnesota,Chisago,Naur,Yes,Naur
Minnesota,Clay,Naur,Yes,Naur
Minnesota,Clearwater,Naur,Yes,Naur
Minnesota,Cook,Naur,Yes,Naur
Minnesota,Cottonwood,Naur,Yes,Naur
Minnesota,Crow Wing,Naur,Yes,Naur
Minnesota,Dakota,Naur,Yes,Naur
Minnesota,Dodge,Naur,Yes,Naur
Minnesota,Douglas,Naur,Yes,Naur
Minnesota,Faribault,Naur,Yes,Naur
Minnesota,Fillmore,Naur,Yes,Naur
Minnesota,Freeborn,Naur,Yes,Naur
Minnesota,Goodhue,Naur,Yes,Naur
Minnesota,Grant,Naur,Yes,Naur
Minnesota,Hennepin,Naur,Yes,Yes
Minnesota,Houston,Naur,Yes,Naur
Minnesota,Hubbard,Naur,Yes,Naur
Minnesota,Isanti,Naur,Yes,Naur
Minnesota,Itasca,Naur,Yes,Naur
Minnesota,Jackson,Naur,Yes,Naur
Minnesota,Kanabec,Naur,Yes,Naur
Minnesota,Kandiyohi,Naur,Yes,Naur
Minnesota,Kittson,Naur,Yes,Naur
Minnesota,Koochiching,Naur,Yes,Naur
Minnesota,Lac Qui Parle,Naur,Yes,Naur
Minnesota,Lake,Naur,Yes,Naur
Minnesota,Lake Of The Woods,Naur,Yes,Naur
Minnesota,Le Sueur,Naur,Yes,Naur
Minnesota,Lincoln,Naur,Yes,Naur
Minnesota,Lyon,Naur,Yes,Naur
Minnesota,Mahnomen,Naur,Yes,Naur
Minnesota,Marshall,Naur,Yes,Naur
Minnesota,Martin,Naur,Yes,Naur
Minnesota,McLeod,Naur,Yes,Naur
Minnesota,Meeker,Naur,Yes,Naur
Minnesota,Mille Lacs,Naur,Yes,Naur
Minnesota,Morrison,Naur,Yes,Naur
Minnesota,Mower,Naur,Yes,Naur
Minnesota,Murray,Naur,Yes,Naur
Minnesota,Nicollet,Naur,Yes,Naur
Minnesota,Nobles,Naur,Yes,Naur
Minnesota,Norman,Naur,Yes,Naur
Minnesota,Olmsted,Yes,Yes,Naur
Minnesota,Otter Tail,Naur,Yes,Naur
Minnesota,Pennington,Naur,Yes,Naur
Minnesota,Pine,Naur,Yes,Naur
Minnesota,Pipestone,Naur,Yes,Naur
Minnesota,Polk,Naur,Yes,Naur
Minnesota,Pope,Naur,Yes,Naur
Minnesota,Ramsey,Naur,Yes,Yes
Minnesota,Red Lake,Naur,Yes,Naur
Minnesota,Redwood,Naur,Yes,Naur
Minnesota,Renville,Naur,Yes,Naur
Minnesota,Rice,Naur,Yes,Naur
Minnesota,Rock,Naur,Yes,Naur
Minnesota,Roseau,Naur,Yes,Naur
Minnesota,Scott,Naur,Yes,Naur
Minnesota,Sherburne,Naur,Yes,Naur
Minnesota,Sibley,Naur,Yes,Naur
Minnesota,St Louis,Yes,Yes,Naur
Minnesota,Stearns,Naur,Yes,Naur
Minnesota,Steele,Naur,Yes,Naur
Minnesota,Stevens,Naur,Yes,Naur
Minnesota,Swift,Naur,Yes,Naur
Minnesota,Todd,Naur,Yes,Naur
Minnesota,Traverse,Naur,Yes,Naur
Minnesota,Wabasha,Naur,Yes,Naur
Minnesota,Wadena,Naur,Yes,Naur
Minnesota,Waseca,Naur,Yes,Naur
Minnesota,Washington,Naur,Yes,Naur
Minnesota,Watonwan,Naur,Yes,Naur
Minnesota,Wilkin,Naur,Yes,Naur
Minnesota,Winona,Naur,Yes,Naur
Minnesota,Wright,Naur,Yes,Naur
Minnesota,Yellow Medicine,Naur,Yes,Naur
Mississippi,Adams,Naur,Yes,Yes
Mississippi,Alcorn,Naur,Yes,Yes
Mississippi,Amite,Naur,Yes,Yes
Mississippi,Attala,Naur,Yes,Yes
Mississippi,Benton,Naur,Yes,Yes
Mississippi,Bolivar,Naur,Yes,Yes
Mississippi,Calhoun,Naur,Yes,Yes
Mississippi,Carroll,Naur,Yes,Yes
Mississippi,Chickasaw,Naur,Yes,Yes
Mississippi,Choctaw,Naur,Yes,Yes
Mississippi,Claiborne,Naur,Yes,Yes
Mississippi,Clarke,Naur,Yes,Yes
Mississippi,Clay,Naur,Yes,Yes
Mississippi,Coahoma,Naur,Yes,Yes
Mississippi,Copiah,Naur,Yes,Yes
Mississippi,Covington,Naur,Yes,Yes
Mississippi,DeSoto,Naur,Yes,Yes
Mississippi,Forrest,Naur,Yes,Yes
Mississippi,Franklin,Naur,Yes,Yes
Mississippi,George,Naur,Yes,Yes
Mississippi,Greene,Naur,Yes,Yes
Mississippi,Grenada,Naur,Yes,Yes
Mississippi,Hancock,Naur,Yes,Yes
Mississippi,Harrison,Naur,Yes,Yes
Mississippi,Hinds,Yes,Yes,Yes
Mississippi,Holmes,Naur,Yes,Yes
Mississippi,Humphreys,Naur,Yes,Yes
Mississippi,Issaquena,Naur,Yes,Yes
Mississippi,Itawamba,Naur,Yes,Yes
Mississippi,Jackson,Naur,Yes,Yes
Mississippi,Jasper,Naur,Yes,Yes
Mississippi,Jefferson,Naur,Yes,Yes
Mississippi,Jefferson Davis,Naur,Yes,Yes
Mississippi,Jones,Naur,Yes,Yes
Mississippi,Kemper,Naur,Yes,Yes
Mississippi,Lafayette,Naur,Yes,Yes
Mississippi,Lamar,Naur,Yes,Yes
Mississippi,Lauderdale,Naur,Yes,Yes
Mississippi,Lawrence,Naur,Yes,Yes
Mississippi,Leake,Naur,Yes,Yes
Mississippi,Lee,Naur,Yes,Yes
Mississippi,Leflore,Naur,Yes,Yes
Mississippi,Lincoln,Naur,Yes,Yes
Mississippi,Lowndes,Naur,Yes,Yes
Mississippi,Madison,Naur,Yes,Yes
Mississippi,Marion,Naur,Yes,Yes
Mississippi,Marshall,Naur,Yes,Yes
Mississippi,Monroe,Naur,Yes,Yes
Mississippi,Montgomery,Naur,Yes,Yes
Mississippi,Neshoba,Naur,Yes,Yes
Mississippi,Newton,Naur,Yes,Yes
Mississippi,Noxubee,Naur,Yes,Yes
Mississippi,Oktibbeha,Naur,Yes,Yes
Mississippi,Panola,Naur,Yes,Yes
Mississippi,Pearl River,Naur,Yes,Yes
Mississippi,Perry,Naur,Yes,Yes
Mississippi,Pike,Naur,Yes,Yes
Mississippi,Pontotoc,Naur,Yes,Yes
Mississippi,Prentiss,Naur,Yes,Yes
Mississippi,Quitman,Naur,Yes,Yes
Mississippi,Rankin,Yes,Yes,Yes
Mississippi,Scott,Naur,Yes,Yes
Mississippi,Sharkey,Naur,Yes,Yes
Mississippi,Simpson,Naur,Yes,Yes
Mississippi,Smith,Naur,Yes,Yes
Mississippi,Stone,Naur,Yes,Yes
Mississippi,Sunflower,Naur,Yes,Yes
Mississippi,Tallahatchie,Naur,Yes,Yes
Mississippi,Tate,Naur,Yes,Yes
Mississippi,Tippah,Naur,Yes,Yes
Mississippi,Tishomingo,Naur,Yes,Yes
Mississippi,Tunica,Naur,Yes,Yes
Mississippi,Union,Naur,Yes,Yes
Mississippi,Walthall,Naur,Yes,Yes
Mississippi,Warren,Naur,Yes,Yes
Mississippi,Washington,Naur,Yes,Yes
Mississippi,Wayne,Naur,Yes,Yes
Mississippi,Webster,Naur,Yes,Yes
Mississippi,Wilkinson,Naur,Yes,Yes
Mississippi,Winston,Naur,Yes,Yes
Mississippi,Yalobusha,Naur,Yes,Yes
Mississippi,Yazoo,Naur,Yes,Yes
Missouri,Adair,Naur,Naur,Yes
Missouri,Andrew,Naur,Yes,Yes
Missouri,Atchison,Naur,Yes,Yes
Missouri,Audrain,Naur,Naur,Yes
Missouri,Barry,Naur,Yes,Yes
Missouri,Barton,Naur,Yes,Yes
Missouri,Bates,Naur,Yes,Yes
Missouri,Benton,Naur,Yes,Yes
Missouri,Bollinger,Naur,Naur,Yes
Missouri,Boone,Naur,Yes,Yes
Missouri,Buchanan,Yes,Yes,Yes
Missouri,Butler,Naur,Naur,Yes
Missouri,Caldwell,Naur,Yes,Yes
Missouri,Callaway,Naur,Yes,Yes
Missouri,Camden,Naur,Yes,Yes
Missouri,Cape Girardeau,Naur,Naur,Yes
Missouri,Carroll,Naur,Yes,Yes
Missouri,Carter,Naur,Naur,Yes
Missouri,Cass,Naur,Yes,Yes
Missouri,Cedar,Naur,Yes,Yes
Missouri,Chariton,Naur,Naur,Yes
Missouri,Christian,Naur,Yes,Yes
Missouri,Clark,Naur,Naur,Yes
Missouri,Clay,Yes,Yes,Yes
Missouri,Clinton,Naur,Yes,Yes
Missouri,Cole,Naur,Yes,Yes
Missouri,Cooper,Naur,Yes,Yes
Missouri,Crawford,Naur,Naur,Yes
Missouri,Dade,Naur,Yes,Yes
Missouri,Dallas,Naur,Yes,Yes
Missouri,Daviess,Naur,Yes,Yes
Missouri,DeKalb,Naur,Yes,Yes
Missouri,Dent,Naur,Naur,Yes
Missouri,Douglas,Naur,Yes,Yes
Missouri,Dunklin,Naur,Naur,Yes
Missouri,Franklin,Naur,Naur,Yes
Missouri,Gasconade,Naur,Naur,Yes
Missouri,Gentry,Naur,Yes,Yes
Missouri,Greene,Yes,Yes,Yes
Missouri,Grundy,Naur,Yes,Yes
Missouri,Harrison,Naur,Yes,Yes
Missouri,Henry,Naur,Yes,Yes
Missouri,Hickory,Naur,Yes,Yes
Missouri,Holt,Naur,Yes,Yes
Missouri,Howard,Naur,Yes,Yes
Missouri,Howell,Naur,Yes,Yes
Missouri,Iron,Naur,Naur,Yes
Missouri,Jackson,Yes,Yes,Yes
Missouri,Jasper,Naur,Yes,Yes
Missouri,Jefferson,Naur,Naur,Yes
Missouri,Johnson,Naur,Yes,Yes
Missouri,Knox,Naur,Naur,Yes
Missouri,Laclede,Naur,Yes,Yes
Missouri,Lafayette,Naur,Yes,Yes
Missouri,Lawrence,Naur,Yes,Yes
Missouri,Lewis,Naur,Naur,Yes
Missouri,Lincoln,Naur,Naur,Yes
Missouri,Linn,Naur,Naur,Yes
Missouri,Livingston,Naur,Yes,Yes
Missouri,Macon,Naur,Naur,Yes
Missouri,Madison,Naur,Naur,Yes
Missouri,Maries,Naur,Naur,Yes
Missouri,Marion,Naur,Naur,Yes
Missouri,McDonald,Naur,Yes,Yes
Missouri,Mercer,Naur,Yes,Yes
Missouri,Miller,Naur,Yes,Yes
Missouri,Mississippi,Naur,Naur,Yes
Missouri,Moniteau,Naur,Yes,Yes
Missouri,Monroe,Naur,Naur,Yes
Missouri,Montgomery,Naur,Naur,Yes
Missouri,Morgan,Naur,Yes,Yes
Missouri,New Madrid,Naur,Naur,Yes
Missouri,Newton,Naur,Yes,Yes
Missouri,Nodaway,Naur,Yes,Yes
Missouri,Oregon,Naur,Yes,Yes
Missouri,Osage,Naur,Yes,Yes
Missouri,Ozark,Naur,Yes,Yes
Missouri,Pemiscot,Naur,Naur,Yes
Missouri,Perry,Naur,Naur,Yes
Missouri,Pettis,Naur,Yes,Yes
Missouri,Phelps,Naur,Naur,Yes
Missouri,Pike,Naur,Naur,Yes
Missouri,Platte,Naur,Yes,Yes
Missouri,Polk,Naur,Yes,Yes
Missouri,Pulaski,Naur,Yes,Yes
Missouri,Putnam,Naur,Yes,Yes
Missouri,Ralls,Naur,Naur,Yes
Missouri,Randolph,Naur,Naur,Yes
Missouri,Ray,Naur,Yes,Yes
Missouri,Reynolds,Naur,Naur,Yes
Missouri,Ripley,Naur,Naur,Yes
Missouri,Saline,Naur,Yes,Yes
Missouri,Schuyler,Naur,Naur,Yes
Missouri,Scotland,Naur,Naur,Yes
Missouri,Scott,Naur,Yes,Yes
Missouri,Shannon,Naur,Naur,Yes
Missouri,Shelby,Naur,Naur,Yes
Missouri,St Charles,Naur,Naur,Yes
Missouri,St Clair,Naur,Yes,Yes
Missouri,St Francois,Naur,Naur,Yes
Missouri,St Louis,Yes,Yes,Yes
Missouri,St Louis City,Yes,Naur,Yes
Missouri,Ste Genevieve,Naur,Naur,Yes
Missouri,Stoddard,Naur,Naur,Yes
Missouri,Stone,Naur,Yes,Yes
Missouri,Sullivan,Naur,Yes,Yes
Missouri,Taney,Naur,Yes,Yes
Missouri,Texas,Naur,Yes,Yes
Missouri,Vernon,Naur,Yes,Yes
Missouri,Warren,Naur,Naur,Yes
Missouri,Washington,Naur,Naur,Yes
Missouri,Wayne,Naur,Naur,Yes
Missouri,Webster,Naur,Yes,Yes
Missouri,Worth,Naur,Yes,Yes
Missouri,Wright,Naur,Yes,Yes
Montana,Beaverhead,Naur,Yes,Yes
Montana,Big Horn,Naur,Yes,Yes
Montana,Blaine,Naur,Yes,Yes
Montana,Broadwater,Naur,Yes,Yes
Montana,Carbon,Naur,Yes,Yes
Montana,Carter,Naur,Yes,Yes
Montana,Cascade,Naur,Yes,Yes
Montana,Chouteau,Naur,Yes,Yes
Montana,Custer,Naur,Yes,Yes
Montana,Daniels,Naur,Yes,Yes
Montana,Dawson,Naur,Yes,Yes
Montana,Deer Lodge,Naur,Yes,Yes
Montana,Fallon,Naur,Yes,Yes
Montana,Fergus,Naur,Yes,Yes
Montana,Flathead,Naur,Yes,Yes
Montana,Gallatin,Naur,Yes,Yes
Montana,Garfield,Naur,Yes,Yes
Montana,Glacier,Naur,Yes,Yes
Montana,Golden Valley,Naur,Yes,Yes
Montana,Granite,Naur,Yes,Yes
Montana,Hill,Naur,Yes,Yes
Montana,Jefferson,Naur,Yes,Yes
Montana,Judith Basin,Naur,Yes,Yes
Montana,Lake,Naur,Yes,Yes
Montana,Lewis And Clark,Naur,Yes,Yes
Montana,Liberty,Naur,Yes,Yes
Montana,Lincoln,Naur,Yes,Yes
Montana,Madison,Naur,Yes,Yes
Montana,McCone,Naur,Yes,Yes
Montana,Meagher,Naur,Yes,Yes
